OmiVoxel (v0.1.0) (400x600px) (06/02/2020 18:03:47)
$Texturas (nombre,r1,g1,b1,a1,r2,g2,b2,a2,r3,g3,b3,a3)$
sombra,50,50,50,40,50,50,50,40,50,50,50,40
rojo,242,82,53,255,240,49,15,255,191,39,13,255
naranja,251,170,89,255,250,143,37,255,238,122,6,255
amarillo,240,237,94,255,236,232,53,255,211,207,20,255
verde,112,189,100,255,88,177,75,255,74,149,64,255
limon,82,239,78,255,33,234,28,255,22,199,18,255
negro,62,62,62,255,74,74,74,255,40,40,40,255
gris,126,126,126,255,110,110,110,255,148,148,148,255
blanco,211,211,211,255,229,229,229,255,188,188,188,255
cafe,116,90,63,255,89,70,49,255,136,106,74,255
caqui,208,185,130,255,193,163,89,255,170,138,64,255
azul,31,100,203,255,62,128,225,255,104,155,232,255
marino,53,53,236,255,22,22,233,255,90,90,239,255
agua,53,217,230,255,91,237,244,255,14,200,209,255
morado,202,43,198,255,174,36,171,255,216,65,211,255
rosa,248,152,192,255,245,126,177,255,243,90,155,255
halloween,243,136,39,255,58,33,33,255,67,46,24,255
navidad,62,168,67,255,168,220,58,255,239,65,39,255
mimo,191,191,191,255,168,168,168,255,51,51,51,255
payaso,245,114,16,255,43,91,219,255,50,238,23,255
leopardo,236,231,26,255,208,204,17,255,142,69,45,255
reptil,57,120,54,255,96,142,32,255,163,122,67,255
saurio,154,65,207,255,103,41,231,255,249,23,243,255
vidrio,153,251,245,100,190,252,249,100,115,249,242,100
malla,130,126,165,255,0,0,0,0,0,0,0,0
reja,108,85,79,255,121,114,85,255,0,0,0,0
hojas,77,141,61,255,153,199,107,100,131,248,114,50
$Voxels (x,y,z,r,g,b,a,grupo)$
15.338962563403442,-13.60345475541843,31.0,208,185,130,255,1
20.00000000000006,-17.320508075688718,31.0,170,138,64,255,1
25.54958132087394,-19.498558243636115,31.0,170,138,64,255,1
31.49460187172855,-19.94407594362352,31.0,193,163,89,255,1
37.30682048732791,-18.617474972884132,31.0,193,163,89,255,1
42.46979603717474,-15.6366296493605,31.0,193,163,89,255,1
46.524775486319875,-11.266401161272418,31.0,208,185,130,255,1
49.111456115722795,-5.895103488218075,31.0,193,163,89,255,1
46.666666666666664,0.0,35.166666666666664,170,138,64,255,1
45.661543679765124,5.700335722094672,35.166666666666664,170,138,64,255,1
42.76740738531626,10.713126828109193,35.166666666666664,170,138,64,255,1
38.33333333333334,14.4337567297407,35.166666666666664,208,185,130,255,1
32.894136294448835,16.41346255020343,35.166666666666664,208,185,130,255,1
27.105863705551116,16.413462550203484,35.166666666666664,193,163,89,255,1
21.66666666666594,14.433756729741711,35.166666666666664,193,163,89,255,1
17.232592614683732,10.713126828108937,35.166666666666664,170,138,64,255,1
14.338456320234869,5.700335722094425,35.166666666666664,193,163,89,255,1
13.333333333333334,0.0,35.166666666666664,193,163,89,255,1
14.33845632023481,-5.700335722094659,35.166666666666664,170,138,64,255,1
17.23259261468362,-10.71312682810911,35.166666666666664,193,163,89,255,1
21.666666666665964,-14.43375672974171,35.166666666666664,193,163,89,255,1
27.10586370555112,-16.413462550203477,35.166666666666664,208,185,130,255,1
32.89413629444885,-16.41346255020344,35.166666666666664,193,163,89,255,1
38.33333333333351,-14.433756729740283,35.166666666666664,193,163,89,255,1
42.76740738531631,-10.713126828108873,35.166666666666664,208,185,130,255,1
45.66154367976518,-5.700335722094093,35.166666666666664,170,138,64,255,1
43.333333333333336,0.0,39.33333333333333,208,185,130,255,1
42.01291823869886,5.785116521567698,39.33333333333333,170,138,64,255,1
38.31319735811642,10.424419766240396,39.33333333333333,170,138,64,255,1
32.966945786084,12.999038829091525,39.33333333333333,193,163,89,255,1
27.03305421391583,12.999038829090946,39.33333333333333,208,185,130,255,1
21.68680264188353,10.424419766240355,39.33333333333333,208,185,130,255,1
17.98708176130108,5.785116521567432,39.33333333333333,208,185,130,255,1
16.666666666666664,0.0,39.33333333333333,170,138,64,255,1
17.987081761301077,-5.785116521567416,39.33333333333333,193,163,89,255,1
21.68680264188359,-10.424419766240275,39.33333333333333,208,185,130,255,1
27.033054213915833,-12.999038829090997,39.33333333333333,170,138,64,255,1
32.96694578608425,-12.999038829090876,39.33333333333333,208,185,130,255,1
38.31319735811647,-10.424419766240323,39.33333333333333,193,163,89,255,1
42.01291823869888,-5.785116521567448,39.33333333333333,170,138,64,255,1
40.00000000000004,0.0,43.49999999999999,170,138,64,255,1
38.41253532831185,5.406408174556003,43.49999999999999,170,138,64,255,1
34.154150130018856,9.096319953545242,43.49999999999999,208,185,130,255,1
28.576851617267092,9.898214418809479,43.49999999999999,208,185,130,255,1
23.451392660547153,7.557495743542542,43.49999999999999,170,138,64,255,1
20.405070263855016,2.8173255684143244,43.49999999999999,170,138,64,255,1
20.40507026385502,-2.8173255684142884,43.49999999999999,170,138,64,255,1
23.451392660547164,-7.557495743542526,43.49999999999999,170,138,64,255,1
28.576851617267142,-9.898214418809363,43.49999999999999,193,163,89,255,1
34.15415013001892,-9.096319953544999,43.49999999999999,193,163,89,255,1
38.412535328311826,-5.406408174555752,43.49999999999999,170,138,64,255,1
36.66666666666667,0.0,47.66666666666666,170,138,64,255,1
34.156598679058206,5.212209883120469,47.66666666666666,193,163,89,255,1
28.51652710695792,6.499519414545464,47.66666666666666,208,185,130,255,1
23.993540880650535,2.892558260783727,47.66666666666666,170,138,64,255,1
23.99354088065054,-2.892558260783703,47.66666666666666,193,163,89,255,1
28.516527106957923,-6.499519414545482,47.66666666666666,170,138,64,255,1
34.156598679058206,-5.212209883120183,47.66666666666666,208,185,130,255,1
30.00000000000001,0.0,51.83333333333332,170,138,64,255,1
30.00000000000001,0.0,55.999999999999986,193,163,89,255,1
-49.999999999999986,-6.1232339957367645e-15,31.0,208,185,130,255,1
-49.111456115722795,5.895103488218035,31.0,170,138,64,255,1
-46.524775486319875,11.266401161272412,31.0,193,163,89,255,1
-42.46979603717475,15.636629649360371,31.0,170,138,64,255,1
-37.30682048732794,18.617474972884104,31.0,208,185,130,255,1
-31.49460187172854,19.944075943623538,31.0,170,138,64,255,1
-25.549581320873894,19.498558243636147,31.0,208,185,130,255,1
-20.00000000000006,17.320508075688718,31.0,208,185,130,255,1
-15.338962563403461,13.603454755418397,31.0,193,163,89,255,1
-11.980622641951598,8.677674782351195,31.0,170,138,64,255,1
-10.22338347549744,2.9808453235234458,31.0,208,185,130,255,1
-10.223383475497428,-2.980845323523474,31.0,193,163,89,255,1
-11.980622641951552,-8.677674782351271,31.0,193,163,89,255,1
-15.338962563403442,-13.603454755418436,31.0,208,185,130,255,1
-20.000000000000032,-17.320508075688732,31.0,193,163,89,255,1
-25.54958132087371,-19.498558243636445,31.0,170,138,64,255,1
-31.494601871728527,-19.944075943623506,31.0,193,163,89,255,1
-37.3068204873278,-18.61747497288438,31.0,208,185,130,255,1
-42.469796037174696,-15.63662964936047,31.0,170,138,64,255,1
-46.524775486319804,-11.266401161272583,31.0,170,138,64,255,1
-49.11145611572278,-5.895103488218112,31.0,170,138,64,255,1
-46.666666666666664,1.5009144730315274e-14,35.166666666666664,208,185,130,255,1
-45.661543679765174,5.700335722094132,35.166666666666664,170,138,64,255,1
-42.76740738531628,10.713126828108779,35.166666666666664,170,138,64,255,1
-38.33333333333328,14.433756729740663,35.166666666666664,208,185,130,255,1
-32.894136294448856,16.413462550203413,35.166666666666664,170,138,64,255,1
-27.105863705551148,16.413462550203416,35.166666666666664,193,163,89,255,1
-21.66666666666708,14.433756729739994,35.166666666666664,208,185,130,255,1
-17.23259261468362,10.713126828109111,35.166666666666664,193,163,89,255,1
-14.33845632023487,5.700335722094424,35.166666666666664,193,163,89,255,1
-13.333333333333336,-1.6328623988631379e-15,35.166666666666664,208,185,130,255,1
-14.33845632023485,-5.700335722094537,35.166666666666664,170,138,64,255,1
-17.23259261468371,-10.713126828108958,35.166666666666664,208,185,130,255,1
-21.666666666665964,-14.433756729741756,35.166666666666664,208,185,130,255,1
-27.10586370555114,-16.41346255020349,35.166666666666664,208,185,130,255,1
-32.89413629444881,-16.41346255020346,35.166666666666664,193,163,89,255,1
-38.33333333333339,-14.433756729740562,35.166666666666664,170,138,64,255,1
-42.76740738531625,-10.713126828109186,35.166666666666664,208,185,130,255,1
-45.661543679765124,-5.700335722094672,35.166666666666664,208,185,130,255,1
-43.333333333333336,1.3937062963864185e-14,39.33333333333333,170,138,64,255,1
-42.01291823869888,5.785116521567448,39.33333333333333,208,185,130,255,1
-38.31319735811644,10.424419766240323,39.33333333333333,208,185,130,255,1
-32.96694578608409,12.999038829091287,39.33333333333333,170,138,64,255,1
-27.033054213915815,12.999038829090928,39.33333333333333,170,138,64,255,1
-21.686802641883567,10.42441976624035,39.33333333333333,193,163,89,255,1
-17.987081761301084,5.785116521567441,39.33333333333333,193,163,89,255,1
-16.666666666666664,-2.041077998578922e-15,39.33333333333333,193,163,89,255,1
-17.987081761301056,-5.785116521567497,39.33333333333333,170,138,64,255,1
-21.68680264188353,-10.424419766240327,39.33333333333333,193,163,89,255,1
-27.03305421391579,-12.999038829091043,39.33333333333333,208,185,130,255,1
-32.96694578608399,-12.999038829091544,39.33333333333333,193,163,89,255,1
-38.31319735811642,-10.4244197662404,39.33333333333333,208,185,130,255,1
-42.01291823869886,-5.785116521567702,39.33333333333333,208,185,130,255,1
-40.00000000000004,-4.898587196589418e-15,43.49999999999999,193,163,89,255,1
-38.41253532831186,5.406408174555757,43.49999999999999,170,138,64,255,1
-34.15415013001892,9.096319953544972,43.49999999999999,193,163,89,255,1
-28.576851617267145,9.898214418809351,43.49999999999999,170,138,64,255,1
-23.45139266054717,7.557495743542493,43.49999999999999,208,185,130,255,1
-20.405070263855023,2.8173255684142813,43.49999999999999,193,163,89,255,1
-20.405070263855027,-2.817325568414324,43.49999999999999,193,163,89,255,1
-23.45139266054711,-7.557495743542663,43.49999999999999,170,138,64,255,1
-28.57685161726706,-9.898214418809555,43.49999999999999,208,185,130,255,1
-34.154150130018884,-9.096319953545132,43.49999999999999,193,163,89,255,1
-38.41253532831184,-5.406408174556007,43.49999999999999,193,163,89,255,1
-36.66666666666667,1.1792899430962003e-14,47.66666666666666,208,185,130,255,1
-34.15659867905821,5.212209883120148,47.66666666666666,208,185,130,255,1
-28.516527106957927,6.499519414545455,47.66666666666666,193,163,89,255,1
-23.993540880650542,2.8925582607836757,47.66666666666666,170,138,64,255,1
-23.993540880650535,-2.8925582607837246,47.66666666666666,170,138,64,255,1
-28.516527106957923,-6.499519414545449,47.66666666666666,208,185,130,255,1
-34.15659867905816,-5.21220988312046,47.66666666666666,208,185,130,255,1
-30.000000000000018,-3.6739403974420615e-15,51.83333333333332,170,138,64,255,1
-30.000000000000018,-3.6739403974420615e-15,55.999999999999986,208,185,130,255,1
-49.999999999999986,-6.1232339957367645e-15,0.0,89,70,49,255,0
-49.111456115722795,5.895103488218035,0.0,89,70,49,255,0
-46.524775486319875,11.266401161272412,0.0,136,106,74,255,0
-42.46979603717475,15.636629649360371,0.0,136,106,74,255,0
-37.30682048732794,18.617474972884104,0.0,89,70,49,255,0
-31.49460187172854,19.944075943623538,0.0,116,90,63,255,0
-25.549581320873894,19.498558243636147,0.0,136,106,74,255,0
-20.00000000000006,17.320508075688718,0.0,89,70,49,255,0
-15.338962563403461,13.603454755418397,0.0,136,106,74,255,0
-11.980622641951598,8.677674782351195,0.0,116,90,63,255,0
-10.22338347549744,2.9808453235234458,0.0,116,90,63,255,0
-10.223383475497428,-2.980845323523474,0.0,116,90,63,255,0
-11.980622641951552,-8.677674782351271,0.0,89,70,49,255,0
-15.338962563403442,-13.603454755418436,0.0,116,90,63,255,0
-20.000000000000032,-17.320508075688732,0.0,116,90,63,255,0
-25.54958132087371,-19.498558243636445,0.0,136,106,74,255,0
-31.494601871728527,-19.944075943623506,0.0,89,70,49,255,0
-37.3068204873278,-18.61747497288438,0.0,136,106,74,255,0
-42.469796037174696,-15.63662964936047,0.0,89,70,49,255,0
-46.524775486319804,-11.266401161272583,0.0,116,90,63,255,0
-49.11145611572278,-5.895103488218112,0.0,116,90,63,255,0
-49.999999999999986,-6.1232339957367645e-15,5.0,116,90,63,255,0
-49.111456115722795,5.895103488218035,5.0,89,70,49,255,0
-46.524775486319875,11.266401161272412,5.0,136,106,74,255,0
-42.46979603717475,15.636629649360371,5.0,116,90,63,255,0
-37.30682048732794,18.617474972884104,5.0,116,90,63,255,0
-31.49460187172854,19.944075943623538,5.0,89,70,49,255,0
-25.549581320873894,19.498558243636147,5.0,136,106,74,255,0
-20.00000000000006,17.320508075688718,5.0,136,106,74,255,0
-15.338962563403461,13.603454755418397,5.0,89,70,49,255,0
-11.980622641951598,8.677674782351195,5.0,116,90,63,255,0
-10.22338347549744,2.9808453235234458,5.0,89,70,49,255,0
-10.223383475497428,-2.980845323523474,5.0,116,90,63,255,0
-11.980622641951552,-8.677674782351271,5.0,136,106,74,255,0
-15.338962563403442,-13.603454755418436,5.0,116,90,63,255,0
-20.000000000000032,-17.320508075688732,5.0,116,90,63,255,0
-25.54958132087371,-19.498558243636445,5.0,136,106,74,255,0
-31.494601871728527,-19.944075943623506,5.0,89,70,49,255,0
-37.3068204873278,-18.61747497288438,5.0,116,90,63,255,0
-42.469796037174696,-15.63662964936047,5.0,116,90,63,255,0
-46.524775486319804,-11.266401161272583,5.0,89,70,49,255,0
-49.11145611572278,-5.895103488218112,5.0,89,70,49,255,0
-49.999999999999986,-6.1232339957367645e-15,10.0,89,70,49,255,0
-49.111456115722795,5.895103488218035,10.0,136,106,74,255,0
-46.524775486319875,11.266401161272412,10.0,89,70,49,255,0
-42.46979603717475,15.636629649360371,10.0,89,70,49,255,0
-37.30682048732794,18.617474972884104,10.0,116,90,63,255,0
-31.49460187172854,19.944075943623538,10.0,136,106,74,255,0
-25.549581320873894,19.498558243636147,10.0,136,106,74,255,0
-20.00000000000006,17.320508075688718,10.0,89,70,49,255,0
-15.338962563403461,13.603454755418397,10.0,136,106,74,255,0
-11.980622641951598,8.677674782351195,10.0,136,106,74,255,0
-10.22338347549744,2.9808453235234458,10.0,116,90,63,255,0
-10.223383475497428,-2.980845323523474,10.0,116,90,63,255,0
-11.980622641951552,-8.677674782351271,10.0,136,106,74,255,0
-15.338962563403442,-13.603454755418436,10.0,136,106,74,255,0
-20.000000000000032,-17.320508075688732,10.0,136,106,74,255,0
-25.54958132087371,-19.498558243636445,10.0,136,106,74,255,0
-31.494601871728527,-19.944075943623506,10.0,116,90,63,255,0
-37.3068204873278,-18.61747497288438,10.0,116,90,63,255,0
-42.469796037174696,-15.63662964936047,10.0,89,70,49,255,0
-46.524775486319804,-11.266401161272583,10.0,136,106,74,255,0
-49.11145611572278,-5.895103488218112,10.0,89,70,49,255,0
-49.999999999999986,-6.1232339957367645e-15,15.0,116,90,63,255,0
-49.111456115722795,5.895103488218035,15.0,136,106,74,255,0
-46.524775486319875,11.266401161272412,15.0,89,70,49,255,0
-42.46979603717475,15.636629649360371,15.0,116,90,63,255,0
-37.30682048732794,18.617474972884104,15.0,116,90,63,255,0
-31.49460187172854,19.944075943623538,15.0,89,70,49,255,0
-25.549581320873894,19.498558243636147,15.0,116,90,63,255,0
-20.00000000000006,17.320508075688718,15.0,116,90,63,255,0
-15.338962563403461,13.603454755418397,15.0,136,106,74,255,0
-11.980622641951598,8.677674782351195,15.0,89,70,49,255,0
-10.22338347549744,2.9808453235234458,15.0,116,90,63,255,0
-10.223383475497428,-2.980845323523474,15.0,89,70,49,255,0
-11.980622641951552,-8.677674782351271,15.0,116,90,63,255,0
-15.338962563403442,-13.603454755418436,15.0,89,70,49,255,0
-20.000000000000032,-17.320508075688732,15.0,116,90,63,255,0
-25.54958132087371,-19.498558243636445,15.0,116,90,63,255,0
-31.494601871728527,-19.944075943623506,15.0,116,90,63,255,0
-37.3068204873278,-18.61747497288438,15.0,89,70,49,255,0
-42.469796037174696,-15.63662964936047,15.0,89,70,49,255,0
-46.524775486319804,-11.266401161272583,15.0,136,106,74,255,0
-49.11145611572278,-5.895103488218112,15.0,116,90,63,255,0
-49.999999999999986,-6.1232339957367645e-15,20.0,116,90,63,255,0
-49.111456115722795,5.895103488218035,20.0,116,90,63,255,0
-46.524775486319875,11.266401161272412,20.0,136,106,74,255,0
-42.46979603717475,15.636629649360371,20.0,89,70,49,255,0
-37.30682048732794,18.617474972884104,20.0,89,70,49,255,0
-31.49460187172854,19.944075943623538,20.0,116,90,63,255,0
-25.549581320873894,19.498558243636147,20.0,116,90,63,255,0
-20.00000000000006,17.320508075688718,20.0,116,90,63,255,0
-15.338962563403461,13.603454755418397,20.0,136,106,74,255,0
-11.980622641951598,8.677674782351195,20.0,136,106,74,255,0
-10.22338347549744,2.9808453235234458,20.0,136,106,74,255,0
-10.223383475497428,-2.980845323523474,20.0,116,90,63,255,0
-11.980622641951552,-8.677674782351271,20.0,89,70,49,255,0
-15.338962563403442,-13.603454755418436,20.0,89,70,49,255,0
-20.000000000000032,-17.320508075688732,20.0,89,70,49,255,0
-25.54958132087371,-19.498558243636445,20.0,89,70,49,255,0
-31.494601871728527,-19.944075943623506,20.0,89,70,49,255,0
-37.3068204873278,-18.61747497288438,20.0,116,90,63,255,0
-42.469796037174696,-15.63662964936047,20.0,136,106,74,255,0
-46.524775486319804,-11.266401161272583,20.0,89,70,49,255,0
-49.11145611572278,-5.895103488218112,20.0,116,90,63,255,0
-49.999999999999986,-6.1232339957367645e-15,25.0,136,106,74,255,0
-49.111456115722795,5.895103488218035,25.0,116,90,63,255,0
-46.524775486319875,11.266401161272412,25.0,136,106,74,255,0
-42.46979603717475,15.636629649360371,25.0,136,106,74,255,0
